Nombre,Breve descripción,Componentes,Duración,Esfera de conjuro,Materiales,"Nivel ",Rango,Ritual,Tiempo de lanzamiento,Tipo duración
" Pacto con la Sombra",Tu alma firma donde no hay tinta; el precio es siempre más alto de lo que parece.,"M, S, V","Especial ","Destino, Realidad, Ruina","Sangre fresca del lanzador, un espejo negro sin reflejo, y medianoche exacta como condición temporal",5º círculo,Toque,Yes,1 hora,Intervalo de tiempo (https://app.notion.com/p/Intervalo-de-tiempo-15b82858a775800db5ebfb0fb6129245?pvs=21)
Transferencia de Esencia,Das lo que eres para que otro sea; la magia más vieja cobra el precio más alto.,"S, V",Instantáneo,"Destino, Restauración, Ruina",,5º círculo,Toque,No,1 acción,Instantáneo (https://app.notion.com/p/Instant-neo-fd7b6c1ffff0428884c14c221d445309?pvs=21)
Manto de No-Existencia,"Quien te mira simplemente olvida que estás ahí, como se olvida el aire que se respira.","M, S, V","Concentración, hasta 8 horas","Destino, Espejismo","Un velo tejido con hilo de araña plateada y polvo de luna nueva, 200 po",5º círculo,"Personal ",No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Fortaleza Efímera,"En el tiempo que tarda una fogata en prender, un refugio inexpugnable nace de la nada.","M, S, V"," 24 horas","Cinético, Espejismo","Miniatura de una fortaleza tallada en piedra volcánica, 500 po",5º círculo,4 casillas,Yes,10 minutos,Intervalo de tiempo (https://app.notion.com/p/Intervalo-de-tiempo-15b82858a775800db5ebfb0fb6129245?pvs=21)
Contrato Mágico,Las palabras escritas con sangre y voluntad tienen el peso del destino; el universo las recuerda.,"M, S, V",Permanente hasta cumplirse o romperse,"Destino, Mente","Pergamino de piel de basilisco y tinta de sangre de las dos partes contratantes, 300 po; se consume",5º círculo,Toque,Yes,1 hora,Intervalo de tiempo (https://app.notion.com/p/Intervalo-de-tiempo-15b82858a775800db5ebfb0fb6129245?pvs=21)
Custodia del Tiempo,"Guardas algo dentro de un instante congelado, esperando el momento exacto para despertar.","M, S, V",Hasta 1 año,"Destino, Realidad","Un reloj de arena sellado con cera de abeja virgen y polvo de cristal de cuarzo, 400 po",5º círculo,Toque,No,1 hora,Intervalo de tiempo (https://app.notion.com/p/Intervalo-de-tiempo-15b82858a775800db5ebfb0fb6129245?pvs=21)
Conducto Dimensional,"Abres dos puertas donde no hay ninguna, y entre ellas el espacio colapsa en un paso.","M, S, V","Concentración, hasta 10 minutos","Cinético, Realidad","Dos anillos de metal fundido juntos y separados, 100 po",5º círculo," 20 casillas",No,1 acción bono,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Forma Prestada,Tu carne aprende la forma de otro con una fidelidad tan perfecta que engaña hasta a su madre.,"M, S, V",24 horas,"Catálisis, Espejismo","Un espejo que haya reflejado al objetivo durante al menos 1 hora continua, 200 po",5º círculo,Toque,Yes,10 minutos,Intervalo de tiempo (https://app.notion.com/p/Intervalo-de-tiempo-15b82858a775800db5ebfb0fb6129245?pvs=21)
Forma de Arena,Tu carne se disgrega en millones de granos que danzan al viento.,"M, S, V","Concentración, hasta 10 minutos","Catálisis, Cénit",Un puñado de arena del desierto,6º círculo,Personal,No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Forma de Humo,Te disuelves en humo espeso; tus contornos se vuelven difusos e irrespirables.,"M, S, V","Concentración, hasta 10 minutos","Catálisis, Espejismo","Ceniza de madera quemada mezclada con incienso, 10 po",6º círculo,Personal,No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Forma de Vapor Alquímico,Tu cuerpo hierve y desprende vapores alquímicos que corroen todo a su paso.,"M, S, V","Concentración, hasta 10 minutos","Catálisis, Ruina","Un frasco de ácido concentrado, 25 po, consumido",6º círculo,Personal,No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Forma de Peste Verde,Tu forma se vuelve una nube de esporas y toxinas de color verde enfermizo.,"M, S, V","Concentración, hasta 10 minutos","Catálisis, Ruina","Polvo de hueso molido y hierba podrida, 15 po",6º círculo,Personal,No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Forma de Polvo de Tumba,Tu cuerpo se torna polvo gris que marchita flores y envejece piedras.,"M, S, V","Concentración, hasta 10 minutos","Cénit, Ruina","Polvo extraído de un sarcófago de al menos 100 años, 50 po",6º círculo,Personal,No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
"Forma de Niebla ",Tu silueta se desvanece en niebla blanca que nadie puede retener.,"S, V","Concentración, hasta 10 minutos","Espejismo, Realidad",,6º círculo,Personal,No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Forma de Oscuridad,Tu cuerpo se convierte en oscuridad pura que consume la luz circundante.,"M, S, V","Concentración, hasta 10 minutos","Espejismo, Ruina",Un trozo de tela teñida con tinta de calamar gigante,6º círculo,Personal,No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Forma de Luz,"Tu cuerpo estalla en luz cegadora; eres un destello viviente, puro y abrasador.","M, S, V","Concentración, hasta 10 minutos","Energía, Espejismo","Un cristal de cuarzo tallado, 20 po",6º círculo,Personal,No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
"Forma de Fuego ",Tu cuerpo arde en llamas vivas que consumen lo que osas tocar.,"M, S, V","Concentración, hasta 10 minutos","Catálisis, Energía","Una mecha de aceite de dragón, 30 po, consumida",6º círculo,Personal,No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Forma de Electricidad,Tu silueta chisporrotea; eres un arco eléctrico que salta entre las sombras.,"M, S, V","Concentración, hasta 10 minutos","Cinético, Energía",Una barra de cobre pulido,6º círculo,Personal,No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Rayo Solar,Un rayo de luz solar concentrada abrasa todo a su paso con fuerza devastadora.,"M, S, V",Instantáneo,"Energía, Espejismo","Un cristal de lente tallado, 100 po",6º círculo,"24 casillas, línea de 2 casillas de ancho",No,1 acción,Instantáneo (https://app.notion.com/p/Instant-neo-fd7b6c1ffff0428884c14c221d445309?pvs=21)
Marea de Vida,"Una ola de energía vital restauradora inunda al objetivo, sellando heridas y expulsando el mal.","S, V",Instantáneo,Restauración,,6º círculo,12 casillas,No,1 acción,Instantáneo (https://app.notion.com/p/Instant-neo-fd7b6c1ffff0428884c14c221d445309?pvs=21)
Marea de Ruina,Una ola de energía negativa consume la vitalidad del objetivo desde adentro hacia afuera.,"S, V",Instantáneo,Ruina,,6º círculo,12 casillas,No,1 acción,Instantáneo (https://app.notion.com/p/Instant-neo-fd7b6c1ffff0428884c14c221d445309?pvs=21)
"Desintegrar ",Un rayo verde disuelve materia en polvo iridiscente en una fracción de segundo.,"M, S, V",Instantáneo,"Catálisis, Cinético",Polvo de hierro y polvo de vidrio mezclados,6º círculo,12 casillas,No,1 acción,Instantáneo (https://app.notion.com/p/Instant-neo-fd7b6c1ffff0428884c14c221d445309?pvs=21)
Tormenta de Meteoros,"Rocas ardientes caen del cielo con estrépito, aplastando todo bajo su peso incandescente.","M, S, V",Instantáneo,"Cénit, Energía","Un fragmento de meteorito, 75 po",6º círculo,"30 casillas, radio 4 casillas",No,1 acción,Instantáneo (https://app.notion.com/p/Instant-neo-fd7b6c1ffff0428884c14c221d445309?pvs=21)
"Resurgir ",Una explosión de luz dorada toca a los caídos y los devuelve al combate con urgencia.,"M, S, V",Instantáneo,"Destino, Restauración","Polvo de diamante, 100 po, consumido",6º círculo,6 casillas,No,1 acción,Instantáneo (https://app.notion.com/p/Instant-neo-fd7b6c1ffff0428884c14c221d445309?pvs=21)
"Jaula de Alma ","Una jaula de luz negra atrapa el alma del objetivo, separando cuerpo de espíritu.","M, S, V",Hasta 24 horas o hasta que se cumpla la condición de liberación,"Realidad, Ruina","Una jaula de plata en miniatura, 300 po",6º círculo,"12 casillas ",No,1 acción,Intervalo de tiempo (https://app.notion.com/p/Intervalo-de-tiempo-15b82858a775800db5ebfb0fb6129245?pvs=21)
"Prisión Mental ",La mente del objetivo queda atrapada en un laberinto de sus propios temores sin salida.,"S, V",Hasta 24 horas o hasta que se cumpla la condición de liberación,"Mente, Realidad",,6º círculo,12 casillas,No,1 acción,Intervalo de tiempo (https://app.notion.com/p/Intervalo-de-tiempo-15b82858a775800db5ebfb0fb6129245?pvs=21)
Columna de Ámbar,Una columna de ámbar solidificado surge del suelo y engulle al objetivo en su interior translúcido.,"M, S, V",Hasta 24 horas o hasta condición de liberación,"Cénit, Destino","Resina de árbol milenario y polvo de topacio, 150 po, consumidos",6º círculo,12 casillas,No,1 acción,Intervalo de tiempo (https://app.notion.com/p/Intervalo-de-tiempo-15b82858a775800db5ebfb0fb6129245?pvs=21)
Cadenas de la Condena,Cadenas de energía negra brotan del suelo y envuelven al objetivo con voluntad propia.,"M, S, V",Hasta 24 horas o hasta condición de liberación,"Cinético, Destino","Cadenas de hierro negro, 200 po, consumidas",6º círculo,"12 casillas ",No,1 acción,Intervalo de tiempo (https://app.notion.com/p/Intervalo-de-tiempo-15b82858a775800db5ebfb0fb6129245?pvs=21)
Sello de la Tierra,Raíces de piedra y tierra brotan y atrapan a los que pisan el suelo maldito.,"M, S, V",Hasta 24 horas o hasta condición de liberación,"Cénit, Simbiosis","Tierra de un lugar sagrado o maldito, 50 po",6º círculo,"16 casillas, área de 4x4 casillas",No,1 acción,Intervalo de tiempo (https://app.notion.com/p/Intervalo-de-tiempo-15b82858a775800db5ebfb0fb6129245?pvs=21)
El Trono del Juicio,El destino mismo juzga al objetivo y lo condena a contemplar sus crímenes sin moverse.,"M, S, V",Hasta 24 horas o hasta condición de liberación,"Destino, Mente","Una moneda de oro marcada con una balanza, 100 po, consumida",6º círculo,12 casillas,No,1 acción,Intervalo de tiempo (https://app.notion.com/p/Intervalo-de-tiempo-15b82858a775800db5ebfb0fb6129245?pvs=21)
Santuario Ilusorio,El paisaje circundante se torna un engaño perfecto; lo que ves no es lo que hay.,"M, S, V",8 horas,"Destino, Espejismo","Polvo de cuarzo y tinta de sepia, 75 po",6º círculo,"Personal (emanación 20 casillas) ",Yes,1 acción,Intervalo de tiempo (https://app.notion.com/p/Intervalo-de-tiempo-15b82858a775800db5ebfb0fb6129245?pvs=21)
"Muro de Espinas ","Una muralla de zarzas vivientes brota del suelo, impenetrable y hambrienta de carne.","M, S, V",8 horas,"Cénit, Simbiosis","Semillas de zarza y tierra fértil, 30 po",6º círculo,"20 casillas, línea de hasta 20 casillas de largo y 2 casillas de alto",Yes,1 acción,Intervalo de tiempo (https://app.notion.com/p/Intervalo-de-tiempo-15b82858a775800db5ebfb0fb6129245?pvs=21)
"Glifo de Anclaje ","Una runa invisible aguarda en el suelo, paciente, lista para detener al que la pise.","M, S, V","Hasta ser activado, máx. 1 año","Cinético, Destino","Polvo de plata y sangre del lanzador, 100 po",6º círculo,Toque (el glifo ocupa 1 casilla),Yes,1 acción,Intervalo de tiempo (https://app.notion.com/p/Intervalo-de-tiempo-15b82858a775800db5ebfb0fb6129245?pvs=21)
Neblina de Guerra,"Una niebla espesa y encantada cae sobre el campo, ocultando a los tuyos y confundiendo a los otros.","M, S, V",1 hora (concentración si se lanza con maná),"Catálisis, Espejismo","Aceite de lavanda quemado, 20 po",6º círculo,"20 casillas, radio 8 casillas",Yes,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Consagrar Territorio,"El suelo que pisas respira santidad; los que te son fieles florecen, los que no, se marchitan.","M, S, V",24 horas,"Destino, Restauración","Agua bendita e incienso sagrado, 150 po, consumidos",6º círculo,Personal (radio 10 casillas),Yes,1 acción,Intervalo de tiempo (https://app.notion.com/p/Intervalo-de-tiempo-15b82858a775800db5ebfb0fb6129245?pvs=21)
Escudo de Almas,Las almas de guerreros caídos forman un manto invisible que absorbe el daño destinado a los vivos.,"M, S, V",8 horas,"Restauración, Ruina",Un mechón de cabello de alguien muerto en combate,6º círculo,Personal (radio 6 casillas ),No,1 acción,Intervalo de tiempo (https://app.notion.com/p/Intervalo-de-tiempo-15b82858a775800db5ebfb0fb6129245?pvs=21)
Máscara Perfecta,"Te conviertes en otra persona; no solo el aspecto, también la voz, los gestos, el alma superficial.","M, S, V",24 horas,"Espejismo, Mente","Un retrato o pertenencia personal del objetivo, 50 po",6º círculo,Personal,No,1 minuto,Intervalo de tiempo (https://app.notion.com/p/Intervalo-de-tiempo-15b82858a775800db5ebfb0fb6129245?pvs=21)
Palabra de Verdad Absoluta,Una compulsión suave pero irrompible obliga al objetivo a decir únicamente lo que cree verdadero.,"M, S, V",1 hora,"Destino, Mente","Un espejo de plata, 80 po",6º círculo,4 casillas,No,1 acción,Intervalo de tiempo (https://app.notion.com/p/Intervalo-de-tiempo-15b82858a775800db5ebfb0fb6129245?pvs=21)
Dominio de Corte,Tus palabras caen como decreto divino; los que te escuchan solo pueden obedecer o admirar.,"S, V"," 8 horas","Destino, Mente",,6º círculo,"8 casillas, hasta 6 objetivos",No,1 acción,Intervalo de tiempo (https://app.notion.com/p/Intervalo-de-tiempo-15b82858a775800db5ebfb0fb6129245?pvs=21)
Tormenta de Hielo,Granizo y escarcha caen con furia devastadora; todo lo que esté abajo queda aplastado y helado.,"M, S, V",Instantáneo,"Catálisis, Energía","Un trozo de hielo y granizo molido, 10 po, consumido",6º círculo,"24 casillas, cilindro de radio 4 casillas y 8 casillas de alto",Yes,1 acción,Instantáneo (https://app.notion.com/p/Instant-neo-fd7b6c1ffff0428884c14c221d445309?pvs=21)
Oleada de Tierra,El suelo ondula como agua y empuja todo hacia adelante en una ola de tierra y roca.,"S, V",Instantáneo,Cénit,,6º círculo,"Personal, línea de 12 casillas de largo y 2 casillas de ancho",Yes,1 acción bono,Instantáneo (https://app.notion.com/p/Instant-neo-fd7b6c1ffff0428884c14c221d445309?pvs=21)
Torbellino de Viento,Un torbellino de viento rugiente nace de ti y arroja a tus enemigos como hojas en otoño.,"S, V","Concentración, hasta 1 minuto","Catálisis, Cinético",,6º círculo,"Personal, radio 6 casillas",Yes,1 reacción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Marea de Sombras,"Una marea de sombras vivientes inunda el área, ahogando la luz y el valor de cuantos toca.","M, S, V","Concentración, hasta 1 minuto","Espejismo, Ruina","Carbón triturado y ceniza de hueso, 25 po",6º círculo,"20 casillas, radio 8 casillas",Yes,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Arco Imparable,Un arco de relámpago salta de enemigo en enemigo sin perder un ápice de su furia.,"M, S, V",Instantáneo,"Cinético, Energía",Una varilla de cobre,6º círculo," 16 casillas, cadena que salta entre objetivos a máx. 4 casillas entre sí",No,1 acción bono,Instantáneo (https://app.notion.com/p/Instant-neo-fd7b6c1ffff0428884c14c221d445309?pvs=21)
"Explosión Sónica ",Un estallido de sonido puro nace de ti y aplasta todo lo que esté cerca con fuerza devastadora.,V,Instantáneo,Energía,,6º círculo,"Personal, radio 5 casillas",Yes,1 reacción,Instantáneo (https://app.notion.com/p/Instant-neo-fd7b6c1ffff0428884c14c221d445309?pvs=21)
Puerta de Tránsito,Dos marcos de luz plateada abren un pasaje entre dos puntos del espacio.,"M, S, V","Concentración, hasta 10 minutos","Cinético, Realidad","Polvo de zafiro, 150 po, consumido",6º círculo,"4 casillas, portal de 2×2 casillas",No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Cuerpo que Vaga,"Tu cuerpo cae inerte; tu alma se lanza al éter plateado para ver, oír y espiar sin ser vista.","M, S, V","Concentración, hasta 1 hora","Espejismo, Realidad","Un hilo de plata puro de al menos 2 casillas, 50 po",6º círculo,Personal,No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Ojo Sin Cuerpo,"Un ojo de luz plateada surge y se desplaza a cualquier lugar del mundo, observando sin ser visto.","M, S, V","Concentración, hasta 24 horas","Destino, Espejismo","Una lente de cristal tallada en cuarto menguante, 100 po",6º círculo,Ilimitado (mismo plano),No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Bóveda de Bolsillo,"Dentro de ese cofre hay un palacio; sus paredes son imposibles, su espacio es infinito.","M, S, V",Permanente hasta que se disipe,"Origen, Realidad","Una maqueta miniatura de una habitación, 200 po, consumida",6º círculo,Toque (un objeto contenedor de al menos 1 pie cúbico),No,1 minuto,Intervalo de tiempo (https://app.notion.com/p/Intervalo-de-tiempo-15b82858a775800db5ebfb0fb6129245?pvs=21)
"Teleportación en Masa ",El espacio se dobla bajo tu voluntad; todos los que te rodean llegan antes de haber partido.,"M, V",Instantáneo,Realidad,"Arena de playa de un lugar que hayas visitado, 75 po",6º círculo,"4 casillas, tú y hasta 8 criaturas voluntarias",No,1 acción,Instantáneo (https://app.notion.com/p/Instant-neo-fd7b6c1ffff0428884c14c221d445309?pvs=21)
Tijeras de Realidad,"Tus manos devienen hojas de plata; la carne, el espacio y la materia se pliegan como papel.","M, S, V","Concentración, hasta 1 minuto","Cinético, Realidad","Un par de tijeras de plata fundida, 500 po, consumido",7º círculo,Personal,No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Gula Total,Tu boca se ensancha hasta lo imposible; devoras el mundo y el mundo te transforma.,"M, S, V","Concentración, hasta 1 minuto","Catálisis, Simbiosis",Una piedra de al menos 1 kg ingerida durante el lanzamiento,7º círculo,"Personal ",No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Fusión de Titán,,,,"Cinético, Simbiosis",,7º círculo,,No,1 acción,
Proliferación de Miembros,De las superficies brotan tus manos como raíces; el mundo entero se vuelve tu cuerpo.,"S, V","Concentración, hasta 1 minuto","Cinético, Simbiosis",,7º círculo," 12 casillas",No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Señor de la Paja,"Tu carne se deshilacha en paja dorada; el daño que te hieren, otro lo sufre.","M, S, V","Concentración, hasta 1 minuto","Destino, Simbiosis",Un puñado de paja empapada en sangre propia,7º círculo,Personal,No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Origami Viviente,"El mundo es papel en tus manos; lo doblas, lo remodelas, lo lanzas a matar.","M, S, V","Concentración, hasta 1 minuto","Catálisis, Realidad","Una hoja de papel de arroz bañada en tinta de pulpo, 50 po",7º círculo,10 casillas,No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Maestro de Hilos,"De tus dedos nacen hilos invisibles que atan, cortan y gobiernan toda cosa viva.","S, V","Concentración, hasta 1 minuto","Cinético, Mente",,7º círculo,Personal (hilos hasta 20 casillas),No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Gravedad Caprichosa,"Tu masa se dobla a tu voluntad: pluma o montaña, ligero o devastador.","M, S, V","Concentración, hasta 1 minuto","Cinético, Cénit","Una pluma y una piedra de hierro atadas con hilo de plata, 100 po",7º círculo,Personal,No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Palmas Repelentes,"Tus palmas rechazan toda cosa: espada, fuego, dolor y cansancio rebotan en ti.","S, V","Concentración, hasta 1 minuto","Cinético, Destino",,7º círculo,Personal,No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Soberanía Magnética,"Toda cosa de hierro obedece tu voluntad; el metal vuela, aplasta y te corona.","M, S, V","Concentración, hasta 1 minuto","Cénit, Energía","Un imán de magnetita de al menos 500 g, 200 po",7º círculo,Personal,No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Palabra de Poder: Dolor,Pronuncias la palabra que todo ser teme; el dolor se vuelve absoluto e irresistible.,V,Especial (ver efecto),"Mente, Ruina",,7º círculo,12 casillas (un objetivo que puedas ver),No,1 acción,Intervalo de tiempo (https://app.notion.com/p/Intervalo-de-tiempo-15b82858a775800db5ebfb0fb6129245?pvs=21)
Palabra de Poder: Fortificar,Pronuncias la palabra que hace eterno al mortal; el aliado se vuelve invulnerable.,V,Especial,"Destino, Restauración",,7º círculo,12 casillas (un objetivo voluntario que puedas ver),No,1 acción,Intervalo de tiempo (https://app.notion.com/p/Intervalo-de-tiempo-15b82858a775800db5ebfb0fb6129245?pvs=21)
Muro Reflectante,Una barrera cristalina surge y devuelve el hechizo al que lo lanzó.,"S, V",Instantáneo,"Cinético, Destino",,7º círculo,Personal,No,1 reacción,Instantáneo (https://app.notion.com/p/Instant-neo-fd7b6c1ffff0428884c14c221d445309?pvs=21)
Losa de Escarcha,El suelo se congela en un instante cuando el enemigo avanza; queda atrapado.,"S, V",Instantáneo (el hielo persiste 1 minuto),"Cénit, Energía",,7º círculo,12 casillas,No,1 reacción,Instantáneo (https://app.notion.com/p/Instant-neo-fd7b6c1ffff0428884c14c221d445309?pvs=21)
Sifón de Alma,"Cuando el aliado cae, arrebatas la vida del asesino para devolverla.",V,Instantáneo,"Mente, Ruina",,7º círculo,"20 casillas ",No,1 reacción,Instantáneo (https://app.notion.com/p/Instant-neo-fd7b6c1ffff0428884c14c221d445309?pvs=21)
Contragolpe Cinético,Conviertes el impulso del golpe en un torbellino que arroja al agresor lejos.,S,Instantáneo,Cinético,,7º círculo,Personal (efecto en el atacante),No,1 reacción,Instantáneo (https://app.notion.com/p/Instant-neo-fd7b6c1ffff0428884c14c221d445309?pvs=21)
Anulación Mágica,"En el instante en que la magia toma forma, la desgarras antes de nacer.","S, V",Instantáneo,"Cinético, Realidad",,7º círculo,18 casillas,No,1 reacción,Instantáneo (https://app.notion.com/p/Instant-neo-fd7b6c1ffff0428884c14c221d445309?pvs=21)
Reescribir el destino,Borras el resultado de un dado y ordenas al universo que repita su juicio.,V,Instantáneo,Destino,,7º círculo,20 casillas,No,1 reacción,Instantáneo (https://app.notion.com/p/Instant-neo-fd7b6c1ffff0428884c14c221d445309?pvs=21)
Marea de Maná,"El flujo de la energía mágica del combate se inclina: los aliados beben, los enemigos se vacían.","M, S, V",Instantáneo,"Cinético, Destino","Una gema de amatista molida, 300 po, consumida",7º círculo,12 casillas,No,1 acción,Instantáneo (https://app.notion.com/p/Instant-neo-fd7b6c1ffff0428884c14c221d445309?pvs=21)
Lectura del Umbral,Percibes el límite invisible entre la vida y la muerte de toda criatura visible.,"S, V","Concentración, hasta 10 minutos","Destino, Mente",,7º círculo," 20 casillas",No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Espada Arcana,Convocas una hoja de energía pura que obedece tu mente y sangra luz al cortar.,"M, S, V","Concentración, hasta 1 minuto","Cinético, Origen","Una espada de platino en miniatura con empuñadura de cobre, 250 po",7º círculo,12 casillas,No,1 acción bono,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Proyectar Imagen,"Tu silueta aparece lejos; hablas, actúas y engañas desde la seguridad del vacío.","M, S, V","Concentración, hasta 1 día","Espejismo, Realidad","Un pequeño retrato tuyo enmarcado en plata, 25 po",7º círculo," 800 casillas",No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Símbolo,Grabas un glifo que duerme en silencio hasta que el pie ignorante lo despierta.,"M, S, V",Hasta ser activado o hasta 10 años,"Destino, Mente, Ruina","Mercurio, fósforo y polvo de diamante y opalo con valor total de 1.000 po; consumidos",7º círculo,Toque (superficie o objeto),No,1 minuto,Intervalo de tiempo (https://app.notion.com/p/Intervalo-de-tiempo-15b82858a775800db5ebfb0fb6129245?pvs=21)
Dedo de la Muerte,Señalas y la muerte obedece; la vida abandona al maldito con un chasquido de huesos.,"S, V","Instantáneo ",Ruina,,7º círculo," 12 casillas (un objetivo que puedas ver)",No,1 acción,Instantáneo (https://app.notion.com/p/Instant-neo-fd7b6c1ffff0428884c14c221d445309?pvs=21)
Formas Animales,El druida se disuelve en luz verde y resurge como la bestia que siempre latió bajo su piel.,"S, V",Hasta el siguiente amanecer,Simbiosis,,8º círculo,Personal (12 casillas de radio para objetivo),No,1 acción,Intervalo de tiempo (https://app.notion.com/p/Intervalo-de-tiempo-15b82858a775800db5ebfb0fb6129245?pvs=21)
Antipatía / Simpatía,La magia teje hilos invisibles de atracción o repulsión que doblan la voluntad de los visitantes.,"M, S, V",10 días,"Destino, Mente",Vinagre de dragón o miel de hada; 10 po,8º círculo,Toque (objeto o área de hasta 10 casillas cúbicas),Yes,1 hora,Intervalo de tiempo (https://app.notion.com/p/Intervalo-de-tiempo-15b82858a775800db5ebfb0fb6129245?pvs=21)
Desconcierto,Una palabra sin forma fractura la mente del objetivo en mil pensamientos que no recuerdan su origen.,"S, V","Concentración, hasta 1 minuto",Mente,,8º círculo,18 casillas,No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Clonar,"En un capullo de vidrio y arcilla sagrada duerme una vida de repuesto, esperando ser llamada.
","M, S, V",Hasta ser activado,"Origen, Restauración","un fragmento de carne del objetivo de al menos 1 gramo, un recipiente de cristal sellado herméticamente valorado en al menos 2.000 po —no consumible—, tierra de un cementerio —consumible—",8º círculo,Toque,Yes,1 hora,Intervalo de tiempo (https://app.notion.com/p/Intervalo-de-tiempo-15b82858a775800db5ebfb0fb6129245?pvs=21)
Controlar el Clima,"El mago alza las manos al cielo y el cielo le obedece, doblando nubes y vientos a su voluntad.","M, S, V","Concentración, hasta 8 horas","Destino, Energía","Un puñado de tierra, agua, fuego y aire —consumibles—",8º círculo,Radio de 300 casillas centrado en el lanzador (solo exterior o espacios muy abiertos),Yes,10 minutos,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Semiplano,Una puerta de nada se abre en el aire y detrás no hay nada más que lo que el mago decide que exista.,"S, V"," 1 hora",Realidad,,8º círculo,3 casillas,No,1 acción,Intervalo de tiempo (https://app.notion.com/p/Intervalo-de-tiempo-15b82858a775800db5ebfb0fb6129245?pvs=21)
Terremoto,"La tierra ruge, gime y se parte con la indignación de algo muy antiguo que acaba de despertar.","M, S, V","Concentración, hasta 1 minuto","Cénit, Energía",Un fragmento de roca —consumible,8º círculo,100 casillas,No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Labia,Sus palabras son miel envenenada: el objetivo sonríe mientras abre puertas que jamás debió abrir.,V,24 horas,"Destino, Mente",,8º círculo,6 casillas,No,1 acción,Intervalo de tiempo (https://app.notion.com/p/Intervalo-de-tiempo-15b82858a775800db5ebfb0fb6129245?pvs=21)
